The list below shows every twentieth entry from the 100,000 word list (http://www.wordfrequency.info/100k.asp) that is
based on the 450 million word Corpus of Contemporary American English (COCA; http://corpus.byu.edu/coca).

These words are taken completely at random -- every twentieth word. No attempt has been made to "clean up" this particular list, 
beyond our regular correction efforts for all 100,000 words. While the list is not perfect, we would argue that it is much more 
accurate than any other 100,000 word list (see #4 at http://www.wordfrequency.info/100k_compare.asp).


This sample list shows just six pieces of information for each word (including the raw frequency in COCA* and the number of
texts in COCA that have the word#). The full list, on the other hand, includes more than 50 pieces of data, 
including the frequency  in other BYU corpora (http://corpus.byu.edu), such as BYU-BNC, COHA, and SOAP, as well as 
specific genres within these corpora, such as spoken, fiction, magazines, newspapers, and academic.



rank	freq*	texts#	word	lemma	PoS (part of speech; see http://ucrel.lancs.ac.uk/claws7tags.html)
39660	222	204	babysit	babysit	vv0
39680	222	188	shakedown	shakedown	nn1
39700	222	155	glen	glen	nn1
39720	222	83	spectrograph	spectrograph	nn1
39740	221	204	transcended	transcend	vvn
39760	221	177	shutouts	shutout	nn2
39780	221	131	quit	quit	jj
39800	220	213	commuting	commute	vvg
39820	220	199	heartthrob	heartthrob	nn1
39840	220	155	linseed	linseed	nn1
39860	220	76	interferometer	interferometer	nn1
39880	219	207	recast	recast	vvn
39900	219	193	misreading	misreading	nn1
39920	219	171	dissented	dissent	vvd
39940	219	129	culvert	culvert	nn1
39960	218	211	ill-conceived	ill-conceived	jj
39980	218	195	coasted	coast	vvd
40000	218	175	excluded	excluded	jj
40020	218	123	automaton	automaton	nn1
40040	217	210	mull	mull	vv0
40060	217	199	impregnable	impregnable	jj
40080	217	166	traditionalism	traditionalism	nn1
40100	217	108	registries	registry	nn2
40120	216	207	encircled	encircle	vvn
40140	216	200	delineates	delineate	vvz
40160	216	181	armament	armament	nn1
40180	216	139	casement	casement	nn1
40200	216	69	panamanians	panamanian	nn2
40220	215	202	day-long	day-long	jj
40240	215	187	expletives	expletive	nn2
40260	215	166	dames	dame	nn2
40280	215	101	cytoplasm	cytoplasm	nn1
40300	214	200	deflating	deflate	vvg
40320	214	167	facelift	facelift	nn1
40340	214	135	vaccinate	vaccinate	vv0
40360	213	205	cornerstones	cornerstone	nn2
40380	213	195	repudiated	repudiate	vvd
40400	213	156	health-insurance	health-insurance	jj
40420	213	70	creatinine	creatinine	nn1
40440	212	195	warm-weather	warm-weather	jj
40460	212	183	misuse	misuse	vv0
40480	212	160	anti-discrimination	anti-discrimination	jj
40500	212	61	iceman	iceman	nn1
40520	211	201	surmount	surmount	vv0
40540	211	193	unremitting	unremitting	jj
40560	211	177	brushy	brushy	jj
40580	211	136	co-ed	co-ed	jj
40600	210	204	trumpeted	trumpet	vvd
40620	210	197	costliest	costly	jjt
40640	210	181	protean	protean	jj
40660	210	139	safaris	safari	nn2
40680	209	205	size	size	vv0
40700	209	195	bombs	bomb	vvz
40720	209	178	shucks	shucks	uh
40740	209	144	hands-free	hands-free	jj
40760	209	60	analgesia	analgesia	nn1
40780	208	193	interloper	interloper	nn1
40800	208	178	screenwriters	screenwriter	nn2
40820	208	149	draftees	draftee	nn2
40840	208	123	mambo	mambo	nn1
40860	207	200	halfhearted	halfhearted	jj
40880	207	187	proactively	proactively	rr
40900	207	157	woodpeckers	woodpecker	nn2
40920	206	201	spry	spry	jj
40940	206	191	perturbed	perturb	vvn
40960	206	178	threefold	threefold	jj
40980	206	154	speakerphone	speakerphone	nn1
41000	206	108	monotheism	monotheism	nn1
41020	205	195	untended	untended	jj
41040	205	181	heavenward	heavenward	rr
41060	205	158	musicality	musicality	nn1
41080	205	62	snook	snook	nn1
41100	204	191	terrified	terrify	vvd
41120	204	173	hypnotized	hypnotize	vvn
41140	204	140	chairlift	chairlift	nn1
41160	203	195	exhorting	exhort	vvg
41180	203	185	coped	cope	vvn
41200	203	147	inferential	inferential	jj
41220	203	103	fruiting	fruit	vvg
41240	202	192	tormented	torment	vvd
41260	202	173	scoundrels	scoundrel	nn2
41280	202	147	shades	shade	vvz
41300	202	80	chub	chub	nn1
41320	201	191	pragmatically	pragmatically	rr
41340	201	178	defaulted	default	vvd
41360	201	154	satiric	satiric	jj
41380	201	129	furloughs	furlough	nn2
41400	200	195	scouted	scout	vvd
41420	200	188	spurned	spurn	vvd
41440	200	180	combos	combo	nn2
41460	200	168	garlicky	garlicky	jj
41480	200	143	electrification	electrification	nn1
41500	199	197	dead-on	dead-on	jj
41520	199	181	synthesized	synthesize	vvd
41540	199	165	supermodels	supermodel	nn2
41560	199	133	midline	midline	nn1
41580	199	56	rhinitis	rhinitis	nn1
41600	198	186	inflections	inflection	nn2
41620	198	176	fetches	fetch	vvz
41640	198	160	piercings	piercing	nn2
41660	198	122	macadamia	macadamia	nn1
41680	197	193	agitating	agitate	vvg
41700	197	185	terrify	terrify	vv0
41720	197	173	eardrums	eardrum	nn2
41740	197	142	calipers	caliper	nn2
41760	197	67	kinematic	kinematic	jj
41780	196	185	usurped	usurp	vvn
41800	196	170	south-facing	south-facing	jj
41820	196	152	theocratic	theocratic	jj
41840	196	127	realist	realist	jj
41860	196	33	pellagra	pellagra	nn1
41880	195	181	strengthened	strengthened	jj
41900	195	160	assimilated	assimilated	jj
41920	195	114	reformists	reformist	nn2
41940	194	187	humorously	humorously	rr
41960	194	181	peripatetic	peripatetic	jj
41980	194	166	zoologist	zoologist	nn1
42000	194	142	itemized	itemized	jj
42020	194	116	airbag	airbag	nn1
42040	193	189	withered	wither	vvn
42060	193	181	fomenting	foment	vvg
42080	193	166	re-elect	re-elect	vv0
42100	193	123	dialectics	dialectic	nn2
42120	193	60	knowledges	knowledge	nn2
42140	192	179	opportunist	opportunist	nn1
42160	192	164	four-poster	four-poster	jj
42180	192	146	questioners	questioner	nn2
42200	192	108	roundabout	roundabout	nn1
42220	191	185	raked	rake	vvn
42240	191	177	sputter	sputter	vv0
42260	191	160	marinating	marinate	vvg
42280	191	126	bengal	bengal	jj
42300	190	183	sizzled	sizzle	vvd
42320	190	176	disembark	disembark	vv0
42340	190	158	overcoats	overcoat	nn2
42360	190	117	pawnshop	pawnshop	nn1
42380	189	182	soothes	soothe	vvz
42400	189	167	cookout	cookout	nn1
42420	189	134	barbeque	barbeque	nn1
42440	189	90	escarole	escarole	nn1
42460	188	179	ranch-style	ranch-style	jj
42480	188	170	glanced	glance	vvn
42500	188	161	ephemera	ephemera	nn1
42520	188	132	asters	aster	nn2
42540	187	182	titled	title	vvd
42560	187	176	quiescent	quiescent	jj
42580	187	170	jousting	joust	vvg
42600	187	160	mikes	mike	nn2
42620	187	146	purposive	purposive	jj
42640	187	100	bunkhouse	bunkhouse	nn1
42660	186	179	interlopers	interloper	nn2
42680	186	173	hampers	hamper	nn2
42700	186	150	capital-intensive	capital-intensive	jj
42720	186	122	lye	lye	nn1
42740	186	68	locomotor	locomotor	jj
42760	185	175	immobilized	immobilize	vvn
42780	185	162	humping	hump	vvg
42800	185	144	navies	navy	nn2
42820	185	92	hobbit	hobbit	nn1
42840	184	175	tidying	tidy	vvg
42860	184	167	overprotective	overprotective	jj
42880	184	146	halfback	halfback	nn1
42900	184	124	eardrum	eardrum	nn1
42920	184	61	composts	compost	nn2
42940	183	173	unwrapping	unwrap	vvg
42960	183	166	constrained	constrain	vvd
42980	183	147	hieroglyphics	hieroglyphic	nn2
43000	183	114	perp	perp	nn1
43020	182	181	catapulted	catapult	vvn
43040	182	172	clobbered	clobber	vvn
43060	182	163	brook	brook	vv0
43080	182	139	beheading	beheading	nn1
43100	182	86	chinaman	chinaman	nn1
43120	181	174	damp	damp	vv0
43140	181	163	coos	coo	nn2
43160	181	148	flavorings	flavoring	nn2
43180	181	119	thrush	thrush	nn1
43200	180	179	doled	dole	vvd
43220	180	171	congregated	congregate	vvn
43240	180	160	second-in-command	second-in-command	nn1
43260	180	145	optically	optically	rr
43280	180	117	climate-change	climate-change	jj
43300	179	175	merited	merit	vvd
43320	179	169	fair-minded	fair-minded	jj
43340	179	162	conspirator	conspirator	nn1
43360	179	149	marshland	marshland	nn1
43380	179	126	lags	lag	nn2
43400	179	96	barium	barium	nn1
43420	178	173	bluntness	bluntness	nn1
43440	178	167	vaulting	vaulting	nn1
43460	178	156	insolence	insolence	nn1
43480	178	135	saris	sari	nn2
43500	178	101	maturities	maturity	nn2
43520	177	170	implore	implore	vv0
43540	177	160	marketability	marketability	nn1
43560	177	148	funk	funk	vv0
43580	177	126	weight-bearing	weight-bearing	jj
43600	177	95	mind/body	mind/body	jj
43620	176	171	constricted	constrict	vvn
43640	176	165	brawls	brawl	nn2
43660	176	155	streetlamps	streetlamp	nn2
43680	176	141	baptisms	baptism	nn2
43700	176	111	screamer	screamer	nn1
43720	175	171	bemoaned	bemoan	vvd
43740	175	163	plate-glass	plate-glass	jj
43760	175	151	sage	sage	jj
43780	175	128	dropoff	dropoff	nn1
43800	175	101	frigging	frigging	jj
43820	174	169	unblinking	unblinking	nn1
43840	174	163	ornately	ornately	rr
43860	174	154	stonework	stonework	nn1
43880	174	138	honoree	honoree	nn1
43900	174	117	aggregated	aggregated	jj
43920	174	39	coital	coital	jj
43940	173	163	flicks	flick	nn2
43960	173	153	expansionism	expansionism	nn1
43980	173	125	astrologer	astrologer	nn1
44000	173	96	globules	globule	nn2
44020	172	164	miserly	miserly	jj
44040	172	157	squashed	squashed	jj
44060	172	141	ripeness	ripeness	nn1
44080	172	116	violated	violated	jj
44100	172	87	cubist	cubist	jj
44120	171	164	chip	chip	vv0
44140	171	158	equaling	equal	vvg
44160	171	147	normalized	normalize	vvn
44180	171	129	perdition	perdition	nn1
44200	171	83	febrile	febrile	jj
44220	170	164	barreled	barrel	vvd
44240	170	159	extinguished	extinguish	vvd
44260	170	147	larder	larder	nn1
44280	170	129	woodshed	woodshed	nn1
44300	170	98	persimmons	persimmon	nn2
44320	170	45	ischaemic	ischaemic	jj
44340	169	162	hyperventilating	hyperventilate	vvg
44360	169	154	stockpiled	stockpile	vvn
44380	169	140	anticommunist	anticommunist	nn1
44400	169	115	junket	junket	nn1
44420	169	85	fen	fen	nn1
44440	168	164	mitigating	mitigate	vvg
44460	168	158	tramped	tramp	vvd
44480	168	147	whirred	whir	vvd
44500	168	135	cargoes	cargo	nn2
44520	168	110	aborigines	aborigine	nn2
44540	168	66	aspartame	aspartame	nn1
44560	167	159	straight-up	straight-up	jj
44580	167	150	cross-eyed	cross-eyed	jj
44600	167	139	discontents	discontent	nn2
44620	167	122	downgrade	downgrade	nn1
44640	167	92	manservant	manservant	nn1
44660	166	163	refutes	refute	vvz
44680	166	156	emotionless	emotionless	jj
44700	166	142	below-average	below-average	jj
44720	166	129	baptize	baptize	vv0
44740	166	113	low-light	low-light	jj
44760	165	163	flocked	flock	vvn
44780	165	153	gyrating	gyrate	vvg
44800	165	147	charlatan	charlatan	nn1
44820	165	141	anti-crime	anti-crime	jj
44840	165	128	gibbous	gibbous	jj
44860	165	104	appraised	appraised	jj
44880	164	159	scooting	scoot	vvg
44900	164	153	bungled	bungled	jj
44920	164	144	agnostic	agnostic	jj
44940	164	118	aww	aww	uh
44960	164	89	calibers	caliber	nn2
44980	163	159	throb	throb	vv0
45000	163	152	mothballs	mothball	nn2
45020	163	146	abdicate	abdicate	vv0
45040	163	126	remanded	remand	vvn
45060	163	103	expletive	expletive	jj
45080	162	158	furnishing	furnish	vvg
45100	162	151	lustful	lustful	jj
45120	162	143	teutonic	teutonic	jj
45140	162	132	walkable	walkable	jj
45160	162	121	cued	cue	vvn
45180	162	103	relapses	relapse	nn2
45200	161	158	ill-suited	ill-suited	jj
45220	161	150	clank	clank	nn1
45240	161	142	queen-size	queen-size	jj
45260	161	131	marksman	marksman	nn1
45280	161	110	smelting	smelting	nn1
45300	161	64	namibian	namibian	jj
45320	160	155	grousing	grousing	nn1
45340	160	150	hard-to-find	hard-to-find	jj
45360	160	141	beget	beget	vv0
45380	160	122	premeditation	premeditation	nn1
45400	160	106	nonconference	nonconference	jj
45420	160	70	plover	plover	nn1
45440	159	153	treasured	treasure	vvd
45460	159	148	reckons	reckon	vvz
45480	159	139	theoreticians	theoretician	nn2
45500	159	131	jiffy	jiffy	nn1
45520	159	108	carnivals	carnival	nn2
45540	159	76	tahini	tahini	nn1
45560	158	153	dispelling	dispel	vvg
45580	158	149	consoled	console	vvn
45600	158	141	superficiality	superficiality	nn1
45620	158	131	inoculated	inoculate	vvn
45640	158	105	clavicle	clavicle	nn1
45660	158	79	diarist	diarist	nn1
45680	157	153	threw	throw	vvn
45700	157	149	coexisted	coexist	vvd
45720	157	144	butchered	butcher	vvn
45740	157	138	dims	dim	vvz
45760	157	115	axioms	axiom	nn2
45780	157	86	rainmaker	rainmaker	nn1
45800	156	151	pocked	pock	vvd
45820	156	144	wadded	wad	vvd
45840	156	134	fair-skinned	fair-skinned	jj
45860	156	119	scandinavians	scandinavian	nn2
45880	156	104	allergist	allergist	nn1
45900	156	59	imago	imago	nn1
45920	155	147	stress-free	stress-free	jj
45940	155	142	bawled	bawl	vvd
45960	155	134	heritages	heritage	nn2
45980	155	122	lupine	lupine	nn1
46000	155	91	four-speed	four-speed	jj
46020	154	152	outpaced	outpace	vvn
46040	154	147	cast-off	cast-off	jj
46060	154	142	concomitantly	concomitantly	rr
46080	154	133	barstool	barstool	nn1
46100	154	121	potentiality	potentiality	nn1
46120	154	110	off-peak	off-peak	jj
46140	154	94	pro-lifers	pro-lifer	nn2
46160	154	58	icelanders	icelander	nn2
46180	153	146	foretold	foretell	vvn
46200	153	142	cycled	cycle	vvn
46220	153	132	two-step	two-step	nn1
46240	153	115	scrim	scrim	nn1
46260	153	94	premenopausal	premenopausal	jj
46280	153	40	patriarchate	patriarchate	nn1
46300	152	145	venal	venal	jj
46320	152	139	redistributing	redistribute	vvg
46340	152	128	rout	rout	vv0
46360	152	106	employer-sponsored	employer-sponsored	jj
46380	152	62	saxon	saxon	nn1
46400	151	147	boatload	boatload	nn1
46420	151	142	consummate	consummate	vv0
46440	151	135	tinkle	tinkle	nn1
46460	151	127	awakenings	awakening	nn2
46480	151	114	filmed	filmed	jj
46500	151	86	centurion	centurion	nn1
46520	150	149	reverted	revert	vvd
46540	150	142	fussed	fuss	vvn
46560	150	135	restrained	restrain	vvd
46580	150	127	well-ordered	well-ordered	jj
46600	150	109	snowmen	snowman	nn2
46620	150	80	majoritarian	majoritarian	jj
46640	150	31	necromancer	necromancer	nn1
46660	149	142	refocused	refocus	vvn
46680	149	138	darn	darn	vv0
46700	149	131	scowls	scowl	vvz
46720	149	117	consistencies	consistency	nn2
46740	149	96	derrick	derrick	nn1
46760	149	63	glycemic	glycemic	jj
46780	148	144	flout	flout	vv0
46800	148	140	clout	clout	vv0
46820	148	128	studded	studded	jj
46840	148	117	primrose	primrose	nn1
46860	148	90	toot	toot	nn1
46880	147	147	bedeviled	bedevil	vvn
46900	147	141	life-or-death	life-or-death	jj
46920	147	135	flunk	flunk	vv0
46940	147	123	senility	senility	nn1
46960	147	106	talmudic	talmudic	jj
46980	147	51	mandibular	mandibular	jj
47000	146	140	reestablished	reestablish	vvn
47020	146	136	steeples	steeple	nn2
47040	146	128	crocheted	crocheted	jj
47060	146	115	university-based	university-based	jj
47080	146	101	abrogation	abrogation	nn1
47100	146	82	subsidence	subsidence	nn1
47120	145	142	disregards	disregard	vvz
47140	145	137	whimper	whimper	vv0
47160	145	129	kneecaps	kneecap	nn2
47180	145	118	exculpatory	exculpatory	jj
47200	145	96	snowmobiling	snowmobiling	nn1
47220	145	50	transsexuals	transsexual	nn2
47240	144	139	swipes	swipe	nn2
47260	144	135	dramatized	dramatize	vvn
47280	144	128	diffusing	diffuse	vvg
47300	144	117	gynecologists	gynecologist	nn2
47320	144	101	compaction	compaction	nn1
47340	144	68	site-based	site-based	jj
47360	143	140	fine-tuned	fine-tune	vvn
47380	143	134	bafflement	bafflement	nn1
47400	143	129	steadies	steady	vvz
47420	143	117	malign	malign	jj
47440	143	103	hosiery	hosiery	nn1
47460	143	81	epidermal	epidermal	jj
47480	142	139	fancies	fancy	vvz
47500	142	134	designed	designed	jj
47520	142	131	electrocuted	electrocute	vvn
47540	142	125	lout	lout	nn1
47560	142	112	realtime	realtime	jj
47580	142	96	unsaturated	unsaturated	jj
47600	142	80	triads	triad	nn2
47620	141	137	spellbinding	spellbinding	jj
47640	141	133	unapproachable	unapproachable	jj
47660	141	129	tarry	tarry	vv0
47680	141	121	oversold	oversold	jj
47700	141	112	twenty-second	twenty-second	md
47720	141	93	devaluations	devaluation	nn2
47740	141	60	operant	operant	jj
47760	140	134	addled	addled	jj
47780	140	127	slapstick	slapstick	nn1
47800	140	120	raincoats	raincoat	nn2
47820	140	103	causally	causally	rr
47840	140	77	anthropocentric	anthropocentric	jj
47860	139	136	steadying	steadying	jj
47880	139	132	legitimized	legitimize	vvn
47900	139	127	phase	phase	vv0
47920	139	120	deadlocked	deadlock	vvn
47940	139	109	kickball	kickball	nn1
47960	139	95	randomization	randomization	nn1
47980	139	66	all-sky	all-sky	jj
48000	138	135	standing-room-only	standing-room-only	jj
48020	138	131	posturing	posture	vvg
48040	138	126	forkful	forkful	nn1
48060	138	118	sunbeam	sunbeam	nn1
48080	138	106	inlay	inlay	nn1
48100	138	86	inversions	inversion	nn2
48120	138	40	microfilm	microfilm	vv0
48140	137	133	derailing	derail	vvg
48160	137	128	burdening	burden	vvg
48180	137	121	coped	cope	vvd
48200	137	108	precut	precut	jj
48220	137	100	non-violence	non-violence	jj
48240	137	83	andalusian	andalusian	jj
48260	137	29	ejido	ejido	nn1
48280	136	130	acceded	accede	vvd
48300	136	127	glorified	glorify	vvn
48320	136	118	huff	huff	vv0
48340	136	104	handmaiden	handmaiden	nn1
48360	136	84	actualization	actualization	nn1
48380	136	55	coleus	coleus	nn1
48400	135	132	shimmied	shimmy	vvd
48420	135	128	twenty-five-year-old	twenty-five-year-old	jj
48440	135	123	squish	squish	vv0
48460	135	115	resemblances	resemblance	nn2
48480	135	105	existentialist	existentialist	jj
48500	135	90	aggregations	aggregation	nn2
48520	135	58	midsole	midsole	jj
48540	134	131	nine-member	nine-member	jj
48560	134	125	burnt-out	burnt-out	jj
48580	134	120	falsified	falsify	vvn
48600	134	109	electrocardiogram	electrocardiogram	nn1
48620	134	96	anti-nuclear	anti-nuclear	jj
48640	134	84	ladybugs	ladybug	nn2
48660	134	44	piazzas	piazza	nn2
48680	133	129	natty	natty	jj
48700	133	123	slurred	slurred	jj
48720	133	118	ruffle	ruffle	nn1
48740	133	111	bustier	busty	jjr
48760	133	98	junky	junky	jj
48780	133	88	gyroscopes	gyroscope	nn2
48800	133	72	moray	moray	nn1
48820	132	131	deliriously	deliriously	rr
48840	132	126	carload	carload	nn1
48860	132	122	scrutinizes	scrutinize	vvz
48880	132	117	crouched	crouched	jj
48900	132	110	japanese-style	japanese-style	jj
48920	132	95	pull-ups	pull-up	nn2
48940	132	66	refractive	refractive	jj
48960	131	127	self-possessed	self-possessed	jj
48980	131	124	mid-40s	mid-40s	jj
49000	131	120	jingled	jingle	vvd
49020	131	114	rheumatism	rheumatism	nn1
49040	131	100	lower-body	lower-body	jj
49060	131	89	rear-end	rear-end	jj
49080	131	74	dollies	dolly	nn2
49100	131	34	nanomachines	nanomachine	nn2
49120	130	125	round-faced	round-faced	jj
49140	130	119	catlike	catlike	jj
49160	130	113	elaborations	elaboration	nn2
49180	130	102	stir-fries	stir-fries	jj
49200	130	85	inboard	inboard	jj
49220	130	53	knower	knower	nn1
49240	129	126	squashed	squash	vvd
49260	129	122	chauvinist	chauvinist	nn1
49280	129	117	comradeship	comradeship	nn1
49300	129	111	beheaded	behead	vvd
49320	129	98	tethers	tether	vvz
49340	129	80	self-development	self-development	jj
49360	129	52	comorbidities	comorbidities	nn2
49380	128	125	retelling	retell	vvg
49400	128	121	notched	notch	vvn
49420	128	115	five-man	five-man	jj
49440	128	108	story-telling	story-telling	nn1
49460	128	90	terminations	termination	nn2
49480	128	77	birdhouse	birdhouse	nn1
49500	128	52	end-use	end-use	jj
49520	127	124	interwoven	interwoven	jj
49540	127	121	six-story	six-story	jj
49560	127	117	rebuke	rebuke	vv0
49580	127	110	menthol	menthol	nn1
49600	127	101	vagrant	vagrant	nn1
49620	127	92	referenda	referendum	nn2
49640	127	73	slovaks	slovak	nn2
49660	127	43	polish-american	polish-american	jj
49680	126	123	spawns	spawn	vvz
49700	126	119	house-to-house	house-to-house	jj
49720	126	114	stomped	stomp	vvn
49740	126	108	unripe	unripe	jj
49760	126	98	clambers	clamber	vvz
49780	126	85	abacus	abacus	nn1
49800	126	72	neoplasms	neoplasm	nn2
49820	125	124	moonscape	moonscape	nn1
49840	125	121	slurped	slurp	vvd
49860	125	118	sculpting	sculpt	vvg
49880	125	115	somersault	somersault	nn1
49900	125	108	comportment	comportment	nn1
49920	125	99	in-box	in-box	nn1
49940	125	88	argentine	argentine	nn1
49960	125	73	parietal	parietal	jj
49980	125	56	meringues	meringue	nn2
50000	124	121	sympathizes	sympathize	vvz
50020	124	119	coated	coat	vvd
50040	124	114	benched	bench	vvd
50060	124	111	previewing	preview	vvg
50080	124	102	seditious	seditious	jj
50100	124	94	nigerian	nigerian	nn1
50120	124	82	extra-curricular	extra-curricular	jj
50140	124	63	eustachian	eustachian	jj
50160	124	9	metalepsis	metalepsis	nn1
50180	123	118	wires	wire	vvz
50200	123	115	nabbed	nab	vvn
50220	123	111	unhook	unhook	vv0
50240	123	103	solvable	solvable	jj
50260	123	96	outpatients	outpatient	nn2
50280	123	78	anagram	anagram	nn1
50300	123	47	mappings	mapping	nn2
50320	122	120	schools	school	vvz
50340	122	117	fondle	fondle	vv0
50360	122	116	repaint	repaint	vv0
50380	122	110	industrywide	industrywide	jj
50400	122	106	hypothesizes	hypothesize	vvz
50420	122	99	pinup	pinup	nn1
50440	122	95	fluorescents	fluorescent	nn2
50460	122	82	collectivization	collectivization	nn1
50480	122	64	scimitar	scimitar	nn1
50500	122	26	postliberal	postliberal	jj
50520	121	117	jacked	jack	vvn
50540	121	115	nicked	nick	vvd
